Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","512","Oman","2008","7.01375","2008","","","","National Center for Statistics and Information (NCSI) based on Time Use Survey","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","512","Oman","2008","8.81958","2008","","","","National Center for Statistics and Information (NCSI) based on Time Use Survey","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2001","1.18042","2001","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2001","2.36125","2001","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2003","1.25","2003","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey  to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2003","2.15292","2003","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey  to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2006","2.56958","2006","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","20-74","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2006","1.25","2006","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","20-74","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2012","1.18042","2012","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) 2011 to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","20-74","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","528","Netherlands","2012","2.29167","2012","","","","Calculated by UNSD based on available country data from the Dutch Time Use Survey (TBO) 2011 to apply ICATUS.","Travel related to unpaid care work is not included.","CA","PERCENT","20-74","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","554","New Zealand","2010","1.31958","2010","","","","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","554","New Zealand","2010","3.33333","2010","","","","Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.","","CA","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2001","1.66667","2001","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","16+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2001","2.91667","2001","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","16+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.08333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.775","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.55417","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.15292","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","16+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.91667","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","16+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.48333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.59583","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","5.48333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.08333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.6375","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.80417","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.6375","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.45833","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.97083","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","5.83333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.08333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","3.05417","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.625","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.10833","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.66667","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.9","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","2.08333","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.17917","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.25","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.3875","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","3.75","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.45833","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.04167","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.04167","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.97083","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.25","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.3875","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.31667","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","3.75","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","5.41667","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","0.97083","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","1.45833","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","578","Norway","2011","3.67917","2011","","","","Statistics Norway based on Time Use Survey","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","3.81958","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","4.09708","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","0.55542","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","3.19458","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","0.69458","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","586","Pakistan","2007","0.625","2007","","","","Pakistan Bureau of Statistics based on Time Use Survey","","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","591","Panama","2011","1.11769","2011","","","","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.","Work for other households has been included under ""unpaid care work"" as it might include other family members.","CA","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","591","Panama","2011","3.93179","2011","","","","Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.","Work for other households has been included under ""unpaid care work"" as it might include other family members.","CA","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.08167","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.14167","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.14792","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.10333","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","7.40875","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.09625","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.96458","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","4.04292","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.11417","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","6.27875","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.69125","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.95333","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","0.87042","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","4.66083","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","3.90583","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","4.43792","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.23833","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","7.0075","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.93792","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.07542","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.81458","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.68917","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.775","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.89833","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.31708","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","3.68667","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","1.01625","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","0.86625","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","4.29958","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","3.33583","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","3.12542","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.29417","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","0.98833","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.19875","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","600","Paraguay","2016","2.63292","2016","","","","Direccion General de Estadistica, Encuestas y Censos (DGEEC) based on Time use survey 2016","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","0.64292","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","1.06833","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","1.91792","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","3.43292","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","2.69417","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","1.88125","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","5.41625","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","4.50792","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","604","Peru","2010","1.87417","2010","","","","Instituto Nacional de Estadística e Informática based on National Survey of Time Use 2010","","C","PERCENT","12+","ALLAREA","G","MALE"
